target,submission_strategy,model_name,threshold,accuracy,f1,positive_rate,prior_gap,fold
Q2,blend_svc_rbf_rule_0.5,svc_rbf,0.05,0.6324786324786325,0.7748691099476439,1.0,0.4624624624624625,last_quarter_by_subject
Q2,blend_svc_rbf_rule_0.75,svc_rbf,0.25,0.6495726495726496,0.7830687830687831,0.9829059829059829,0.44536844536844533,last_quarter_by_subject
Q2,model_random_forest,random_forest,0.4,0.6837606837606838,0.7909604519774011,0.8803418803418803,0.3428043428043428,last_quarter_by_subject
Q2,blend_random_forest_rule_0.25,random_forest,0.1,0.6581196581196581,0.782608695652174,0.9401709401709402,0.40263340263340264,last_quarter_by_subject
Q2,blend_random_forest_rule_0.5,random_forest,0.25,0.7008547008547008,0.7953216374269005,0.8290598290598291,0.2915222915222916,last_quarter_by_subject
Q2,blend_random_forest_rule_0.75,random_forest,0.35,0.6923076923076923,0.7954545454545455,0.8717948717948718,0.3342573342573343,last_quarter_by_subject
Q2,model_extra_trees,extra_trees,0.35,0.6752136752136753,0.7912087912087912,0.9230769230769231,0.3855393855393856,last_quarter_by_subject
Q2,blend_extra_trees_rule_0.25,extra_trees,0.1,0.6666666666666666,0.7868852459016393,0.9316239316239316,0.3940863940863941,last_quarter_by_subject
Q2,blend_extra_trees_rule_0.5,extra_trees,0.2,0.6666666666666666,0.7868852459016393,0.9316239316239316,0.3940863940863941,last_quarter_by_subject
Q2,blend_extra_trees_rule_0.75,extra_trees,0.35,0.6837606837606838,0.7885714285714286,0.8632478632478633,0.32571032571032577,last_quarter_by_subject
Q2,model_hist_gradient_boosting,hist_gradient_boosting,0.35,0.7008547008547008,0.7953216374269005,0.8290598290598291,0.2915222915222916,last_quarter_by_subject
Q2,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.1,0.6752136752136753,0.7888888888888889,0.905982905982906,0.36844536844536846,last_quarter_by_subject
Q2,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.2,0.6752136752136753,0.7888888888888889,0.905982905982906,0.36844536844536846,last_quarter_by_subject
Q2,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.3,0.6752136752136753,0.7888888888888889,0.905982905982906,0.36844536844536846,last_quarter_by_subject
Q2,model_mlp,mlp,0.6,0.6837606837606838,0.7448275862068966,0.6068376068376068,0.06930006930006927,last_quarter_by_subject
Q2,blend_mlp_rule_0.25,mlp,0.15,0.6752136752136753,0.7790697674418605,0.8376068376068376,0.3000693000693001,last_quarter_by_subject
Q2,blend_mlp_rule_0.5,mlp,0.35,0.6837606837606838,0.783625730994152,0.8290598290598291,0.2915222915222916,last_quarter_by_subject
Q2,blend_mlp_rule_0.75,mlp,0.2,0.6324786324786325,0.7570621468926554,0.8803418803418803,0.3428043428043428,last_quarter_by_subject
Q2,model_lightgbm,lightgbm,0.35,0.6837606837606838,0.7955801104972376,0.9145299145299145,0.376992376992377,last_quarter_by_subject
Q2,blend_lightgbm_rule_0.25,lightgbm,0.1,0.6752136752136753,0.7888888888888889,0.905982905982906,0.36844536844536846,last_quarter_by_subject
Q2,blend_lightgbm_rule_0.5,lightgbm,0.2,0.6752136752136753,0.7888888888888889,0.905982905982906,0.36844536844536846,last_quarter_by_subject
Q2,blend_lightgbm_rule_0.75,lightgbm,0.25,0.6666666666666666,0.7914438502673796,0.9658119658119658,0.4282744282744283,last_quarter_by_subject
Q2,model_catboost,catboost,0.4,0.6923076923076923,0.797752808988764,0.8888888888888888,0.3513513513513513,last_quarter_by_subject
Q2,blend_catboost_rule_0.25,catboost,0.1,0.6752136752136753,0.7934782608695653,0.9401709401709402,0.40263340263340264,last_quarter_by_subject
Q2,blend_catboost_rule_0.5,catboost,0.2,0.6752136752136753,0.7934782608695653,0.9401709401709402,0.40263340263340264,last_quarter_by_subject
Q2,blend_catboost_rule_0.75,catboost,0.3,0.6752136752136753,0.7934782608695653,0.9401709401709402,0.40263340263340264,last_quarter_by_subject
Q2,meta_rule_extra_trees,extra_trees,0.35,0.6666666666666666,0.7914438502673796,0.9658119658119658,0.4282744282744283,last_quarter_by_subject
Q2,meta_rule_lightgbm,lightgbm,0.4,0.6837606837606838,0.7885714285714286,0.8632478632478633,0.32571032571032577,last_quarter_by_subject
Q2,meta_rule_catboost,catboost,0.4,0.6837606837606838,0.7932960893854749,0.8974358974358975,0.35989835989835994,last_quarter_by_subject
Q2,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.35,0.7008547008547008,0.7953216374269005,0.8290598290598291,0.2915222915222916,last_quarter_by_subject
Q3,rule_subject_strategy_tuned,rule,0.05,0.6581196581196581,0.7468354430379747,0.6923076923076923,0.11272811272811267,last_quarter_by_subject
Q3,model_logistic_regression,logistic_regression,0.1,0.6923076923076923,0.7906976744186047,0.811965811965812,0.23238623238623235,last_quarter_by_subject
Q3,blend_logistic_regression_rule_0.25,logistic_regression,0.05,0.7094017094017094,0.8131868131868132,0.8974358974358975,0.31785631785631785,last_quarter_by_subject
Q3,blend_logistic_regression_rule_0.5,logistic_regression,0.05,0.7094017094017094,0.8172043010752688,0.9316239316239316,0.352044352044352,last_quarter_by_subject
Q3,blend_logistic_regression_rule_0.75,logistic_regression,0.15,0.7094017094017094,0.8131868131868132,0.8974358974358975,0.31785631785631785,last_quarter_by_subject
Q3,model_linear_svc,linear_svc,0.05,0.6581196581196581,0.7894736842105263,0.9658119658119658,0.3862323862323862,last_quarter_by_subject
Q3,blend_linear_svc_rule_0.25,linear_svc,0.1,0.717948717948718,0.819672131147541,0.905982905982906,0.32640332640332637,last_quarter_by_subject
Q3,blend_linear_svc_rule_0.5,linear_svc,0.15,0.717948717948718,0.8216216216216217,0.9230769230769231,0.3434973434973435,last_quarter_by_subject
Q3,blend_linear_svc_rule_0.75,linear_svc,0.25,0.7264957264957265,0.8260869565217391,0.9145299145299145,0.3349503349503349,last_quarter_by_subject
Q3,model_svc_rbf,svc_rbf,0.4,0.7094017094017094,0.8172043010752688,0.9316239316239316,0.352044352044352,last_quarter_by_subject
Q3,blend_svc_rbf_rule_0.25,svc_rbf,0.1,0.7094017094017094,0.8191489361702128,0.9487179487179487,0.36913836913836906,last_quarter_by_subject
Q3,blend_svc_rbf_rule_0.5,svc_rbf,0.2,0.7094017094017094,0.8191489361702128,0.9487179487179487,0.36913836913836906,last_quarter_by_subject
Q3,blend_svc_rbf_rule_0.75,svc_rbf,0.3,0.7094017094017094,0.8191489361702128,0.9487179487179487,0.36913836913836906,last_quarter_by_subject
Q3,model_random_forest,random_forest,0.4,0.6837606837606838,0.8,0.9230769230769231,0.3434973434973435,last_quarter_by_subject
Q3,blend_random_forest_rule_0.25,random_forest,0.1,0.6837606837606838,0.802139037433155,0.9401709401709402,0.36059136059136054,last_quarter_by_subject
Q3,blend_random_forest_rule_0.5,random_forest,0.25,0.7264957264957265,0.8202247191011236,0.8632478632478633,0.28366828366828367,last_quarter_by_subject
Q3,blend_random_forest_rule_0.75,random_forest,0.35,0.7094017094017094,0.8152173913043478,0.9145299145299145,0.3349503349503349,last_quarter_by_subject
Q3,model_extra_trees,extra_trees,0.4,0.6837606837606838,0.8,0.9230769230769231,0.3434973434973435,last_quarter_by_subject
Q3,blend_extra_trees_rule_0.25,extra_trees,0.1,0.6837606837606838,0.8042328042328042,0.9572649572649573,0.3776853776853777,last_quarter_by_subject
Q3,blend_extra_trees_rule_0.5,extra_trees,0.25,0.7264957264957265,0.8202247191011236,0.8632478632478633,0.28366828366828367,last_quarter_by_subject
Q3,blend_extra_trees_rule_0.75,extra_trees,0.35,0.717948717948718,0.819672131147541,0.905982905982906,0.32640332640332637,last_quarter_by_subject
Q3,model_hist_gradient_boosting,hist_gradient_boosting,0.2,0.6752136752136753,0.8020833333333333,0.9829059829059829,0.40332640332640324,last_quarter_by_subject
Q3,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.15,0.717948717948718,0.8070175438596491,0.8034188034188035,0.22383922383922383,last_quarter_by_subject
Q3,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.3,0.717948717948718,0.8070175438596491,0.8034188034188035,0.22383922383922383,last_quarter_by_subject
Q3,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.15,0.6752136752136753,0.8020833333333333,0.9829059829059829,0.40332640332640324,last_quarter_by_subject
Q3,model_mlp,mlp,0.1,0.7094017094017094,0.8089887640449437,0.8632478632478633,0.28366828366828367,last_quarter_by_subject
Q3,blend_mlp_rule_0.25,mlp,0.05,0.7008547008547008,0.8108108108108107,0.9230769230769231,0.3434973434973435,last_quarter_by_subject
Q3,blend_mlp_rule_0.5,mlp,0.35,0.717948717948718,0.8135593220338982,0.8547008547008547,0.27512127512127504,last_quarter_by_subject
Q3,blend_mlp_rule_0.75,mlp,0.05,0.7008547008547008,0.8108108108108107,0.9230769230769231,0.3434973434973435,last_quarter_by_subject
Q3,model_lightgbm,lightgbm,0.3,0.6752136752136753,0.8,0.9658119658119658,0.3862323862323862,last_quarter_by_subject
Q3,blend_lightgbm_rule_0.25,lightgbm,0.15,0.7008547008547008,0.8,0.8376068376068376,0.258027258027258,last_quarter_by_subject
Q3,blend_lightgbm_rule_0.5,lightgbm,0.15,0.6752136752136753,0.8020833333333333,0.9829059829059829,0.40332640332640324,last_quarter_by_subject
Q3,blend_lightgbm_rule_0.75,lightgbm,0.25,0.6752136752136753,0.8020833333333333,0.9829059829059829,0.40332640332640324,last_quarter_by_subject
Q3,model_catboost,catboost,0.4,0.6752136752136753,0.8,0.9658119658119658,0.3862323862323862,last_quarter_by_subject
Q3,blend_catboost_rule_0.25,catboost,0.15,0.7264957264957265,0.8117647058823529,0.7948717948717948,0.2152922152922152,last_quarter_by_subject
Q3,blend_catboost_rule_0.5,catboost,0.25,0.7094017094017094,0.8172043010752688,0.9316239316239316,0.352044352044352,last_quarter_by_subject
Q3,blend_catboost_rule_0.75,catboost,0.4,0.717948717948718,0.819672131147541,0.905982905982906,0.32640332640332637,last_quarter_by_subject
Q3,meta_rule_extra_trees,extra_trees,0.3,0.6666666666666666,0.7979274611398964,0.9914529914529915,0.41187341187341187,last_quarter_by_subject
Q3,meta_rule_lightgbm,lightgbm,0.25,0.6666666666666666,0.7979274611398964,0.9914529914529915,0.41187341187341187,last_quarter_by_subject
Q3,meta_rule_catboost,catboost,0.3,0.6666666666666666,0.7979274611398964,0.9914529914529915,0.41187341187341187,last_quarter_by_subject
Q3,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.2,0.6752136752136753,0.8020833333333333,0.9829059829059829,0.40332640332640324,last_quarter_by_subject
S1,rule_subject_strategy_tuned,rule,0.05,0.717948717948718,0.8047337278106508,0.7435897435897436,0.06791406791406795,last_quarter_by_subject
S1,model_logistic_regression,logistic_regression,0.05,0.6666666666666666,0.7796610169491526,0.811965811965812,0.1362901362901363,last_quarter_by_subject
S1,blend_logistic_regression_rule_0.25,logistic_regression,0.05,0.717948717948718,0.819672131147541,0.8632478632478633,0.18757218757218763,last_quarter_by_subject
S1,blend_logistic_regression_rule_0.5,logistic_regression,0.1,0.717948717948718,0.819672131147541,0.8632478632478633,0.18757218757218763,last_quarter_by_subject
S1,blend_logistic_regression_rule_0.75,logistic_regression,0.15,0.717948717948718,0.819672131147541,0.8632478632478633,0.18757218757218763,last_quarter_by_subject
S1,model_linear_svc,linear_svc,0.05,0.6923076923076923,0.8085106382978724,0.905982905982906,0.23030723030723033,last_quarter_by_subject
S1,blend_linear_svc_rule_0.25,linear_svc,0.05,0.717948717948718,0.8253968253968254,0.9145299145299145,0.23885423885423884,last_quarter_by_subject
S1,blend_linear_svc_rule_0.5,linear_svc,0.1,0.717948717948718,0.8253968253968254,0.9145299145299145,0.23885423885423884,last_quarter_by_subject
S1,blend_linear_svc_rule_0.75,linear_svc,0.2,0.7264957264957265,0.8297872340425531,0.905982905982906,0.23030723030723033,last_quarter_by_subject
S1,model_svc_rbf,svc_rbf,0.55,0.7521367521367521,0.8397790055248618,0.8461538461538461,0.1704781704781705,last_quarter_by_subject
S1,blend_svc_rbf_rule_0.25,svc_rbf,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_svc_rbf_rule_0.5,svc_rbf,0.25,0.7264957264957265,0.8333333333333334,0.9401709401709402,0.2644952644952645,last_quarter_by_subject
S1,blend_svc_rbf_rule_0.75,svc_rbf,0.4,0.7264957264957265,0.8279569892473119,0.8888888888888888,0.21321321321321318,last_quarter_by_subject
S1,model_random_forest,random_forest,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_random_forest_rule_0.25,random_forest,0.1,0.7350427350427351,0.837696335078534,0.9316239316239316,0.255948255948256,last_quarter_by_subject
S1,blend_random_forest_rule_0.5,random_forest,0.2,0.7350427350427351,0.837696335078534,0.9316239316239316,0.255948255948256,last_quarter_by_subject
S1,blend_random_forest_rule_0.75,random_forest,0.3,0.7350427350427351,0.837696335078534,0.9316239316239316,0.255948255948256,last_quarter_by_subject
S1,model_extra_trees,extra_trees,0.4,0.7264957264957265,0.8297872340425531,0.905982905982906,0.23030723030723033,last_quarter_by_subject
S1,blend_extra_trees_rule_0.25,extra_trees,0.1,0.7264957264957265,0.8315789473684211,0.9230769230769231,0.24740124740124747,last_quarter_by_subject
S1,blend_extra_trees_rule_0.5,extra_trees,0.2,0.7264957264957265,0.8315789473684211,0.9230769230769231,0.24740124740124747,last_quarter_by_subject
S1,blend_extra_trees_rule_0.75,extra_trees,0.3,0.7264957264957265,0.8315789473684211,0.9230769230769231,0.24740124740124747,last_quarter_by_subject
S1,model_hist_gradient_boosting,hist_gradient_boosting,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.1,0.717948717948718,0.8235294117647057,0.8974358974358975,0.2217602217602218,last_quarter_by_subject
S1,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,model_mlp,mlp,0.05,0.7094017094017094,0.8111111111111111,0.8376068376068376,0.16193116193116197,last_quarter_by_subject
S1,blend_mlp_rule_0.25,mlp,0.1,0.7521367521367521,0.8397790055248618,0.8461538461538461,0.1704781704781705,last_quarter_by_subject
S1,blend_mlp_rule_0.5,mlp,0.15,0.7606837606837606,0.8461538461538461,0.8547008547008547,0.179025179025179,last_quarter_by_subject
S1,blend_mlp_rule_0.75,mlp,0.1,0.7435897435897436,0.8404255319148936,0.905982905982906,0.23030723030723033,last_quarter_by_subject
S1,model_lightgbm,lightgbm,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_lightgbm_rule_0.25,lightgbm,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_lightgbm_rule_0.5,lightgbm,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_lightgbm_rule_0.75,lightgbm,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,model_catboost,catboost,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_catboost_rule_0.25,catboost,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_catboost_rule_0.5,catboost,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,blend_catboost_rule_0.75,catboost,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,meta_rule_extra_trees,extra_trees,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,meta_rule_lightgbm,lightgbm,0.45,0.7264957264957265,0.8279569892473119,0.8888888888888888,0.21321321321321318,last_quarter_by_subject
S1,meta_rule_catboost,catboost,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S1,meta_rule_hist_gradient_boosting,hist_gradient_boosting,0.05,0.7008547008547008,0.8241206030150754,1.0,0.32432432432432434,last_quarter_by_subject
S2,rule_subject_strategy_tuned,rule,0.05,0.6239316239316239,0.7317073170731707,0.8034188034188035,0.13374913374913378,last_quarter_by_subject
S2,model_logistic_regression,logistic_regression,0.15,0.6495726495726496,0.7354838709677418,0.7264957264957265,0.05682605682605679,last_quarter_by_subject
S2,blend_logistic_regression_rule_0.25,logistic_regression,0.15,0.6239316239316239,0.7471264367816093,0.8888888888888888,0.21921921921921916,last_quarter_by_subject
S2,blend_logistic_regression_rule_0.5,logistic_regression,0.3,0.6239316239316239,0.7471264367816093,0.8888888888888888,0.21921921921921916,last_quarter_by_subject
S2,blend_logistic_regression_rule_0.75,logistic_regression,0.35,0.6666666666666666,0.7450980392156863,0.7094017094017094,0.03973203973203976,last_quarter_by_subject
S2,model_linear_svc,linear_svc,0.35,0.6666666666666666,0.7450980392156863,0.7094017094017094,0.03973203973203976,last_quarter_by_subject
S2,blend_linear_svc_rule_0.25,linear_svc,0.1,0.6153846153846154,0.7457627118644067,0.9145299145299145,0.24486024486024482,last_quarter_by_subject
S2,blend_linear_svc_rule_0.5,linear_svc,0.35,0.6239316239316239,0.7471264367816093,0.8888888888888888,0.21921921921921916,last_quarter_by_subject
S2,blend_linear_svc_rule_0.75,linear_svc,0.5,0.6752136752136753,0.7466666666666666,0.6837606837606838,0.014091014091014098,last_quarter_by_subject
S2,model_svc_rbf,svc_rbf,0.5,0.6752136752136753,0.7710843373493975,0.8205128205128205,0.1508431508431508,last_quarter_by_subject
S2,blend_svc_rbf_rule_0.25,svc_rbf,0.1,0.6324786324786325,0.7650273224043715,0.9658119658119658,0.29614229614229615,last_quarter_by_subject
S2,blend_svc_rbf_rule_0.5,svc_rbf,0.2,0.6324786324786325,0.7650273224043715,0.9658119658119658,0.29614229614229615,last_quarter_by_subject
S2,blend_svc_rbf_rule_0.75,svc_rbf,0.3,0.6324786324786325,0.7650273224043715,0.9658119658119658,0.29614229614229615,last_quarter_by_subject
S2,model_random_forest,random_forest,0.4,0.6324786324786325,0.7542857142857143,0.8974358974358975,0.2277662277662278,last_quarter_by_subject
S2,blend_random_forest_rule_0.25,random_forest,0.1,0.6239316239316239,0.7608695652173912,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
S2,blend_random_forest_rule_0.5,random_forest,0.2,0.6239316239316239,0.7608695652173912,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
S2,blend_random_forest_rule_0.75,random_forest,0.3,0.6239316239316239,0.7608695652173912,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
S2,model_extra_trees,extra_trees,0.45,0.6666666666666666,0.7692307692307693,0.8461538461538461,0.17648417648417647,last_quarter_by_subject
S2,blend_extra_trees_rule_0.25,extra_trees,0.1,0.6153846153846154,0.7567567567567568,0.9829059829059829,0.3132363132363132,last_quarter_by_subject
S2,blend_extra_trees_rule_0.5,extra_trees,0.2,0.6153846153846154,0.7567567567567568,0.9829059829059829,0.3132363132363132,last_quarter_by_subject
S2,blend_extra_trees_rule_0.75,extra_trees,0.25,0.6153846153846154,0.7567567567567568,0.9829059829059829,0.3132363132363132,last_quarter_by_subject
S2,model_hist_gradient_boosting,hist_gradient_boosting,0.05,0.5982905982905983,0.748663101604278,1.0,0.3303303303303303,last_quarter_by_subject
S2,blend_hist_gradient_boosting_rule_0.25,hist_gradient_boosting,0.15,0.6239316239316239,0.7500000000000001,0.905982905982906,0.2363132363132363,last_quarter_by_subject
S2,blend_hist_gradient_boosting_rule_0.5,hist_gradient_boosting,0.25,0.6324786324786325,0.7597765363128492,0.9316239316239316,0.26195426195426197,last_quarter_by_subject
S2,blend_hist_gradient_boosting_rule_0.75,hist_gradient_boosting,0.25,0.6068376068376068,0.7500000000000001,0.9743589743589743,0.30468930468930466,last_quarter_by_subject
